,RESULT
19438,0
33323,0
41952,1
5694,2
15594,1
38177,1
30800,2
44719,0
25715,1
10768,0
17098,0
34071,0
35302,0
13714,0
24376,2
44672,0
48776,0
21000,0
17324,0
8658,0
13449,1
42361,1
43077,4
51855,1
30970,1
31910,2
13341,0
41889,0
14066,0
21782,1
4999,0
38705,1
49383,0
18370,0
35510,2
25954,2
36988,1
34967,1
36886,4
11614,2
28319,0
12480,0
34274,0
44897,1
6432,0
43909,0
51188,0
26463,0
5696,1
1727,0
2075,0
32979,0
48815,4
18116,1
28900,1
39196,0
1523,1
49515,2
30621,2
23668,1
5128,1
23197,1
37650,1
32850,4
44645,4
19431,0
23364,0
49915,2
37019,1
33605,0
34350,0
42498,0
25867,1
45405,0
32573,0
23184,0
33389,0
9469,2
21654,2
47200,1
19886,1
330,2
39565,0
10173,3
271,0
9182,0
7195,4
40692,0
38085,1
43285,0
26041,1
37071,2
19387,1
39064,1
19208,1
15082,0
35131,0
27607,0
34807,0
49174,1
8087,0
19980,0
49324,0
36163,1
7745,2
50275,1
38507,0
15613,1
26584,1
35417,0
19394,1
13029,0
35654,4
46909,0
41739,0
5203,0
34044,1
3088,1
41689,2
14440,1
35515,1
36899,2
48823,1
4693,0
260,1
51347,1
8480,0
41814,0
52546,0
51536,1
50724,0
15540,1
8561,3
10582,0
44945,1
992,3
25685,1
18542,3
49303,4
33439,1
20038,0
19061,1
20184,0
40571,0
3942,2
6758,0
40516,4
36763,1
26949,1
8900,0
43960,0
22155,2
46496,0
23091,0
16922,0
32608,4
29140,0
7402,0
49545,1
27517,1
1113,0
26380,1
50147,0
5590,2
42348,3
32264,1
22314,0
4718,0
22134,0
37117,2
23466,0
42542,1
13474,4
49853,2
17460,0
37780,0
38255,0
15723,1
3309,1
39369,0
29910,4
47065,0
20151,0
20698,2
3774,0
28984,0
47212,0
51443,1
12545,0
44518,0
279,0
18033,1
42458,1
30639,4
20692,0
28408,1
17335,0
24034,0
30705,2
50568,1
46840,1
5053,0
27201,1
34179,1
23032,1
15414,2
35956,1
34145,0
51959,0
28652,4
32461,1
29054,0
25473,4
29423,0
8092,2
43679,0
31203,0
15185,0
17214,0
15828,0
22096,0
6116,0
5638,2
46198,0
26838,1
28363,0
30566,0
12386,0
16266,1
20978,0
18247,0
51858,2
20222,0
28001,0
27099,1
32792,2
52505,3
43470,0
49231,1
44604,0
6418,0
49548,1
47802,0
29832,4
14095,1
11173,0
37731,0
51896,1
43800,1
23408,0
13119,0
43754,1
43309,0
42679,2
19814,0
29725,0
36839,1
19457,0
26403,0
49860,0
34065,2
9388,1
20759,0
49148,4
45719,1
48341,4
40855,0
40585,1
49556,4
51819,1
17023,1
4293,0
43429,0
52112,1
48275,4
48606,1
19435,0
5133,4
47644,1
19852,2
52521,1
3057,1
40218,1
35580,0
49853,2
25928,1
48801,3
1519,1
45718,1
16475,0
38311,0
6077,0
49689,1
39089,0
45291,0
29975,0
49534,4
28182,0
5410,0
26252,4
17843,1
34384,0
29774,1
9814,3
16215,1
45675,0
46914,1
29522,4
34372,1
9753,2
1109,0
31824,1
1665,1
48783,1
984,0
7280,0
19224,0
7192,1
24184,0
8731,3
645,0
24145,1
22443,0
21116,1
15963,0
13334,1
48216,2
49961,0
3360,2
45767,0
1347,0
49224,1
36232,0
13596,0
11492,0
19812,0
17247,0
3207,1
15570,2
46995,0
33255,2
43484,1
15725,1
47770,1
13768,1
11783,0
48102,0
27398,1
41218,0
50574,0
6334,0
6799,0
14905,0
31906,3
6875,1
34959,0
44469,1
18117,1
25398,0
17029,1
41980,4
25259,0
30206,4
21920,0
37756,1
637,0
38845,0
47230,0
47345,0
9466,0
7773,0
47530,2
38737,3
34880,0
46745,1
5844,0
48375,0
1519,1
2966,1
49200,1
5140,1
30225,0
48693,4
2173,0
35924,0
10403,0
10979,0
20035,0
43820,4
20179,2
16242,0
1100,0
35635,0
46268,2
16377,3
1287,0
14909,0
49235,4
35557,0
20583,1
41515,0
30574,1
40156,0
48205,1
50301,1
9198,1
37710,0
1316,0
16440,0
49267,0
50369,1
18668,4
32521,0
31350,2
25210,0
50716,0
35970,0
4224,1
17362,0
45143,4
7681,0
10710,0
5103,1
23394,0
43444,0
1836,0
36858,0
32161,4
51382,0
42322,2
48703,2
31465,0
21405,0
48811,1
30805,1
5569,0
29638,2
27506,0
25795,0
14310,0
47236,0
20781,0
26827,4
16003,2
41639,4
42679,2
41585,3
23611,2
23699,1
20917,0
48994,1
4051,0
2641,4
29449,1
7420,1
35857,0
15627,1
6651,1
14991,2
6594,2
44839,1
31638,4
15703,3
2501,1
32489,2
10842,0
42215,1
34058,1
36017,0
21361,0
45499,4
6045,0
41281,0
33196,0
4970,4
47390,0
18659,1
6641,1
5893,1
39165,1
50425,0
1192,0
47851,1
21962,0
49070,4
40299,1
30102,1
19698,0
50058,1
32819,4
14275,0
46476,1
49046,3
50879,1
37467,0
9580,0
22103,0
14507,0
42607,1
5718,0
9277,2
3051,0
1506,1
7851,1
4865,0
36375,0
4464,0
27838,2
19008,0
26051,1
23792,0
39976,2
41348,0
41140,0
12561,0
33793,0
26009,4
4147,4
20177,3
4590,3
23210,0
46720,1
2656,4
37959,1
1514,1
16981,0
25831,1
48759,4
47631,4
36978,1
30149,1
15298,0
40716,3
34249,0
32638,2
12510,1
1481,1
12821,0
21519,0
33725,0
47601,4
32212,1
42770,4
25733,1
34525,1
24780,0
26909,0
37022,0
49606,1
19615,0
24115,0
2363,0
25718,1
44553,0
36151,1
16975,1
41036,4
47421,0
12117,0
35918,1
46857,0
25055,0
33342,0
2222,0
5555,1
39003,0
40616,0
16991,1
49949,0
35674,1
16737,1
32737,1
5063,0
25831,1
41347,0
37607,1
15123,1
50696,1
37631,0
34865,4
30068,4
43237,0
31329,4
46684,1
22571,3
30427,0
23507,0
22961,1
27111,0
15696,1
30191,1
31889,0
11726,0
18233,0
33568,0
42233,0
37154,0
30998,0
5368,1
43595,1
42473,4
50394,1
40130,4
41403,2
43402,2
23842,1
43303,1
1643,1
26727,0
3845,1
38688,0
39665,0
49529,4
15150,1
25513,0
4210,2
48401,1
28252,1
13624,2
16286,0
14893,0
15953,1
25818,0
48744,4
17592,0
33159,0
36359,0
29976,2
40922,0
40037,1
3023,1
37771,0
39248,1
42255,0
24820,0
24629,0
51462,1
40971,1
44208,0
11602,0
43478,1
9842,1
48293,0
11933,1
43813,4
8714,0
26601,1
47140,0
3517,0
8892,0
5693,1
22011,0
3022,2
43932,0
6999,4
15432,0
40231,1
48305,0
14887,1
14095,1
27181,0
27206,1
16017,1
7275,0
19680,1
25749,0
35945,0
5494,1
48789,4
44195,3
13889,0
39737,0
46873,0
4862,1
14683,0
50562,0
49124,0
46588,0
43251,0
3248,1
4395,0
45539,0
26704,0
741,3
13592,0
2701,0
11728,3
31293,0
14061,0
40496,1
33942,2
6930,0
47090,0
3205,0
37286,1
49551,1
41173,1
6772,0
40797,0
36113,0
330,2
34128,1
41397,1
29629,4
35093,0
46774,2
47690,0
44514,0
3304,3
25430,1
36448,0
23920,0
39033,0
17656,0
50053,0
15559,0
43580,0
21047,0
33133,0
37018,1
50090,0
26660,0
23783,0
18179,1
1684,0
33848,0
13768,1
34012,0
36931,3
33915,1
2229,2
38828,0
48458,4
39759,0
22047,0
21912,2
28988,0
7727,0
21672,3
12464,0
22684,1
45328,3
26264,4
28959,1
17516,0
8358,0
16780,0
30862,0
16166,0
14886,1
32602,2
18055,1
29989,0
24706,0
47491,1
44101,1
25354,0
31178,4
29420,0
28820,4
18083,1
24839,1
32373,0
42837,0
39188,0
49688,1
583,0
3546,0
28764,0
18941,0
20632,0
38921,0
34341,1
31800,3
3215,1
48111,1
40811,0
51398,0
39645,1
48303,0
46449,1
46184,1
4539,1
26980,0
31605,2
5703,1
43908,0
18041,2
13709,1
51089,1
44951,1
6222,1
43481,2
7326,2
8339,1
4943,4
30887,1
20984,0
10715,0
21180,1
18749,0
36943,1
49069,0
23503,0
11992,0
18230,1
7507,0
50025,0
12496,0
2803,1
209,1
45225,1
1012,3
18215,0
22981,0
9390,0
43794,1
27468,4
31861,3
34663,1
42077,2
27907,2
43817,1
2062,0
12123,2
51116,2
49265,2
26914,1
42082,0
28461,0
19400,0
7766,0
18500,0
21013,0
6479,0
40537,1
43599,1
5269,0
10427,1
47038,1
19778,0
14571,0
44348,0
46154,0
18269,1
27884,0
47936,1
18737,1
48835,2
48034,1
1161,0
20956,1
9418,1
3425,1
38276,1
36005,1
44468,1
21548,0
31570,0
19544,0
32901,0
6598,1
48454,0
31090,0
38759,1
42559,0
7184,2
28142,0
52420,0
41781,0
48874,2
13579,1
36007,1
11763,0
20837,0
554,0
30115,0
24900,0
31637,4
3093,3
33079,1
47609,1
25916,4
16588,1
587,1
5777,2
6349,0
47300,0
38537,1
34169,1
16431,0
18156,0
42156,0
44272,1
3482,0
352,0
51257,4
32201,0
28847,2
27484,4
42469,0
32694,0
23039,2
13237,3
46574,0
51463,0
15723,1
10986,0
34794,1
20338,0
38656,0
25732,0
32487,0
1748,1
13977,1
33946,0
26554,0
48483,1
27509,0
1677,3
50330,4
8134,2
19671,1
4848,0
34176,0
49855,2
6327,0
36367,1
32425,0
3890,0
29381,4
47374,1
39575,0
32702,2
47664,1
245,0
32168,0
17633,3
14848,1
44914,1
36978,1
29306,0
12028,0
29333,4
20412,3
1585,1
6523,1
43618,0
40038,0
50498,0
3108,0
44223,0
38314,2
35219,1
44891,1
1409,1
25313,1
9915,0
13614,2
47056,0
3713,0
50362,1
20210,1
16444,1
39624,0
25371,0
25185,2
26065,0
17862,1
17192,0
24376,2
32319,1
13969,0
12503,0
21720,0
26416,0
30394,0
42158,0
1746,2
25194,2
22677,1
48804,1
15489,1
11220,0
18671,0
15806,2
13827,1
39529,4
30669,0
31143,0
4666,0
39649,0
11440,0
43979,0
30476,1
43832,1
4960,2
4558,3
7207,0
29006,0
42056,1
25857,0
18979,0
25817,4
31792,4
23831,1
39251,0
26294,4
23123,1
46880,0
22907,0
11234,0
13985,0
30606,1
15801,4
44999,0
5899,0
22709,1
25982,0
41524,4
18817,1
40118,0
41402,1
29576,1
8922,0
47636,4
50413,3
23406,0
43313,0
36277,0
26830,0
8331,0
43258,0
14657,1
28118,0
50103,0
44240,1
29720,0
48278,0
37679,1
39555,0
46806,1
32825,0
18325,1
6984,0
10839,0
3112,1
18317,1
38717,2
6857,0
41535,1
33230,2
33599,0
49768,0
1649,0
18398,2
15815,0
27734,0
1668,2
6280,0
24758,0
2349,0
35004,0
18257,1
14975,4
46365,0
2767,3
33036,0
38142,0
26398,0
34106,0
40730,0
17766,0
1237,1
38184,0
50321,1
46195,1
27212,4
27139,0
41460,0
13747,0
8481,0
37587,2
26558,4
28272,0
6083,0
3304,3
5853,1
40999,0
29353,4
233,2
34796,0
27995,0
31892,0
50057,1
1044,0
41901,0
43971,0
47841,4
31690,0
18527,0
47744,0
10388,1
29793,0
42992,0
17715,0
22578,0
40799,1
12564,0
37195,1
51598,0
46558,0
41120,0
50476,0
45554,0
11233,3
36873,1
51912,0
29366,4
5093,4
39119,0
24320,1
11009,0
41087,0
10388,1
24145,1
3695,1
27836,4
31149,0
11955,1
25156,0
10854,0
27211,0
44701,4
33979,0
27491,4
7976,0
8056,0
9587,4
8991,1
44743,0
21642,0
17410,0
9388,1
37489,0
45385,0
19219,0
4698,3
39985,0
35706,0
41680,0
1589,2
12485,0
1905,0
18704,0
8895,0
11358,0
1888,0
14411,0
51627,1
9599,1
6915,0
1416,4
4662,0
21567,0
16509,0
26377,0
47760,2
49766,0
9684,2
28946,1
18472,0
5110,4
19021,0
41154,0
7515,4
41020,1
17451,0
34234,1
32252,4
18029,1
34113,2
11646,0
24913,0
39718,2
23547,0
1848,1
31083,0
8874,4
39024,3
45120,4
40749,0
27204,0
15969,0
43086,0
25918,4
34919,1
46968,1
17542,1
12252,0
16948,0
25451,0
34531,0
23687,1
46644,1
39172,1
29769,4
47397,2
7172,1
39654,0
20508,0
1617,2
20134,0
4217,4
19294,0
29354,1
50260,1
39425,0
49739,1
49575,1
15862,0
29156,1
41155,1
48053,4
18213,0
6932,0
19789,1
47516,1
8851,0
14797,0
11665,0
29691,0
10564,0
3868,0
2193,0
30723,0
790,0
25489,0
6923,1
38484,1
27962,0
3442,1
44916,1
41693,2
19678,0
2300,0
52149,0
1447,1
21208,0
24053,0
21211,0
7313,1
26294,4
16238,1
16833,1
18721,0
952,2
10518,0
25236,0
16835,4
21800,0
1375,3
48229,0
21968,3
12043,0
12193,3
33748,2
43921,3
2202,0
25863,0
6949,0
11240,0
41825,1
15730,1
42104,3
39854,0
34351,0
45299,0
34939,1
38736,1
27461,4
24763,0
20768,0
22306,0
16700,0
44417,0
18980,1
23032,1
43461,2
24885,0
9004,0
1761,0
16078,0
24098,0
48971,0
29849,0
15673,0
23031,0
10345,1
573,0
8916,3
1693,2
7690,2
11798,0
19979,0
34383,0
35228,0
46501,0
25939,4
22550,0
41440,2
18648,0
39010,0
24314,0
11210,0
435,1
39180,0
35140,1
23747,1
12081,3
42621,1
41824,0
1724,2
5699,3
25253,0
38970,0
30852,1
44890,1
6790,0
50516,3
47275,1
38058,1
36888,1
41588,3
34715,0
17595,2
26035,0
3192,1
17427,0
10824,0
46270,4
12493,0
29348,0
28533,0
23359,0
29434,4
26028,1
18598,1
11753,0
924,1
48249,0
40503,0
48021,4
10046,0
47824,0
9531,0
49075,4
33398,0
48280,0
23421,0
47380,2
20304,1
8577,0
2498,2
26317,2
35219,1
33608,0
5431,1
29067,0
46306,2
29367,4
41312,0
854,0
32848,1
4481,0
23762,0
42010,2
16337,0
36934,1
41504,2
3415,0
28401,0
29957,0
51220,0
3119,0
44544,1
39164,1
40725,0
41479,0
26372,0
38529,0
8320,2
1663,2
20304,1
13314,1
16701,1
29972,0
3317,0
3183,0
41916,1
16750,0
39824,0
26235,2
33016,0
7416,0
49269,0
34479,1
16629,1
7458,1
40042,1
27364,0
34021,0
1997,0
32995,4
17900,0
24197,0
15721,0
36801,0
19918,3
20523,0
38903,2
25815,0
45016,1
25115,0
8438,1
30191,1
32852,0
4163,0
35868,1
48737,0
27183,2
19005,0
41493,4
46633,1
52127,0
39576,0
31135,1
25,1
12002,0
27922,0
410,0
32655,0
35844,3
10118,0
33624,0
37440,0
49809,4
50582,3
44573,1
2635,0
31372,4
25830,0
43126,0
19531,1
19131,1
32148,0
25169,0
24280,0
51292,1
18045,1
29084,1
43900,2
23941,2
17912,4
13910,2
24421,0
22534,0
10189,0
51383,2
44833,3
46982,1
25095,1
27107,4
8847,0
13346,2
42635,2
33694,0
39857,0
27481,4
34213,1
43878,1
42898,0
25037,2
14314,0
1538,1
15386,0
516,1
16546,0
26781,4
45293,0
43450,1
30515,3
38235,2
28527,0
7329,3
11700,1
5614,0
2648,1
10733,0
43407,2
4911,1
43737,0
3123,1
49484,4
8264,0
4412,0
44892,3
8660,4
18130,1
5368,1
41574,1
7340,1
34683,0
19407,0
29116,1
31880,0
13040,1
41662,1
38957,1
19554,0
25189,4
14010,0
44833,3
27702,2
47915,0
20522,0
49591,0
26990,0
22193,0
45092,2
31154,0
33124,0
40270,0
6903,0
2572,0
49044,2
41544,0
18709,0
47644,1
22513,1
13731,0
47051,0
5603,1
26768,0
49104,4
4108,1
23444,1
17023,1
27277,2
1721,1
51375,1
51162,0
47431,1
25646,0
2712,2
48759,4
39851,0
4149,4
23815,1
46160,1
40368,0
36164,1
442,0
21487,3
12537,1
1577,0
6798,0
44056,4
1099,0
34898,0
43877,1
38504,2
11070,0
44491,0
25390,0
3388,4
8368,4
6557,1
50657,0
44294,1
29836,0
22065,3
18444,0
4225,4
22568,0
2176,0
41219,0
31135,1
49991,1
34286,1
51042,2
6147,0
34637,0
31924,2
18750,1
51129,1
13390,0
20799,1
42659,0
12987,1
6415,0
19669,1
47936,1
17099,0
8885,0
3078,2
15078,0
21378,1
34790,0
28517,0
47251,0
31812,0
38332,0
44213,0
14487,0
14006,4
28752,2
18130,1
51296,0
40287,0
9847,0
13463,2
22407,0
38107,0
45645,4
50392,0
50087,0
22295,0
193,0
29673,1
32282,0
10607,0
28563,3
32827,1
10652,0
16997,1
27154,0
28023,2
5548,3
5884,0
21243,1
952,2
855,0
17176,0
36196,1
26054,2
11104,1
48205,1
31158,1
11392,1
30870,0
3407,0
18080,2
49181,2
43614,1
14342,4
9581,3
51693,0
45135,1
15013,0
20494,0
42348,3
46869,1
49407,0
14984,0
45507,1
2245,2
51216,0
13483,0
29177,1
1668,2
45762,0
173,0
27707,1
47789,4
5092,4
17284,0
48382,0
39342,0
35639,1
9085,0
10681,0
30751,2
29188,0
38946,2
11384,0
8506,0
15791,1
29077,0
44168,1
44788,4
36292,0
576,1
30028,1
8597,0
23121,4
10014,1
16381,1
37858,0
42760,0
15739,1
26915,1
38896,4
20638,0
51881,0
42023,1
44209,1
1609,1
27911,0
47150,0
26395,4
35108,0
4437,2
23858,1
43798,0
7283,0
38484,1
30391,4
31491,2
18633,0
36362,0
43345,0
10785,0
11155,2
26481,0
5999,0
2880,0
38021,0
51646,1
22595,1
18475,0
51019,1
40570,1
19563,0
14780,0
29240,0
36847,1
13283,0
14040,0
10368,0
533,0
43363,0
17816,0
19531,1
37401,0
28971,4
3834,2
46526,1
24387,0
36738,4
28508,0
40583,1
6015,0
23522,0
10732,0
44632,1
5209,0
28416,0
46158,1
42461,0
7653,3
46788,0
35587,0
18321,2
34181,1
39925,0
48472,4
47104,1
17973,0
27553,1
45075,0
51154,0
20823,2
15476,0
33785,0
19949,0
50030,0
26911,1
6426,2
40693,0
42639,0
50352,0
26653,0
139,0
5711,0
48901,1
8299,0
34263,0
30378,1
52352,4
50381,3
12065,0
562,0
21068,2
29609,1
19403,0
27790,0
17332,0
28042,0
14285,1
52501,0
517,0
42799,4
21768,1
9721,1
17819,1
8217,0
46703,0
33473,1
32735,2
31016,0
18366,0
47335,0
24894,0
11401,1
44201,0
48353,0
9243,0
49690,1
30097,0
51202,0
26256,1
42068,1
47607,4
25095,1
9668,1
30869,3
12306,4
6800,1
33115,0
30397,0
38433,1
24538,0
37846,0
47656,0
30091,1
17849,0
48048,4
25423,0
36172,1
43822,2
49977,0
44049,2
8404,0
8190,1
9860,0
20888,0
23661,0
38428,2
8848,0
34834,2
14789,2
3642,0
29677,0
33351,1
43074,0
18706,0
38266,3
9875,0
41565,0
41671,2
31913,1
5944,0
1092,1
41573,4
14859,0
43591,3
20207,0
25842,0
18177,0
50382,0
4730,0
38570,0
14237,0
5665,1
52576,2
7478,0
4512,1
28063,0
38592,0
21181,1
46187,0
3812,0
46715,1
9881,0
5610,1
38745,2
36315,0
34411,0
29781,1
27713,0
41166,0
50510,1
2749,1
35547,3
6971,2
47032,1
9668,1
45826,2
45170,3
6557,1
34058,1
47822,4
43061,0
24188,0
11908,0
29510,0
5137,3
47859,2
2254,0
22947,0
40845,2
36388,0
4366,0
8377,4
31054,2
52637,0
3563,0
36590,0
47801,4
2629,0
17852,1
44123,0
1078,1
18832,0
2648,1
49515,2
2581,1
36627,1
50801,3
37071,2
30189,0
37626,0
45295,0
7261,0
38456,1
50637,2
43559,0
6926,0
6374,0
21951,0
43586,4
44243,1
47665,0
7833,4
27835,4
3284,0
20584,1
42765,1
8731,3
47333,0
49313,4
43274,1
37328,0
46371,0
10585,0
52491,2
11233,3
30790,3
32416,0
20442,0
165,2
48730,1
52161,3
20221,0
20146,0
37024,3
51562,1
4680,0
42592,1
41148,1
12227,0
30313,4
8576,0
29085,2
16442,2
51078,2
35564,1
20758,1
32357,0
2774,3
4300,0
26973,0
31910,2
44959,1
28865,0
31345,1
11370,4
5509,2
25745,0
33853,2
12286,0
40539,0
24756,0
5425,2
6579,1
25172,3
18936,0
23303,0
30371,1
49468,1
38895,1
24658,0
28593,1
4335,0
18676,3
24587,0
21378,1
1800,0
11970,0
45576,0
50137,4
24290,0
11781,0
9414,0
18938,2
3358,2
22514,0
12860,0
28284,3
5687,1
51587,0
33714,0
5118,2
45606,0
44848,1
51044,1
7536,1
13781,0
20925,0
38716,0
52314,2
1205,0
22483,0
3067,0
52005,0
25852,0
2602,1
30022,0
31928,1
44087,1
3365,0
31046,3
16909,0
33012,0
48692,0
994,0
45147,0
15434,0
42988,0
36924,1
34560,2
28002,0
29584,0
28627,2
17187,1
9777,0
37071,2
49781,0
21082,2
20784,1
20306,1
50614,0
44890,1
7034,0
23207,0
50125,1
20386,0
45438,0
15987,2
40865,1
31720,0
45235,2
3345,1
40101,1
35795,1
14252,0
5836,1
51004,1
43330,0
12391,0
614,0
1712,3
12717,2
35956,1
8972,0
4723,1
49758,0
37821,0
47088,0
40170,0
19975,0
25033,0
50323,0
51977,0
41364,4
42605,1
652,2
27217,4
31575,0
29693,4
47134,0
31801,3
24499,1
20663,0
41451,4
33479,1
11754,0
24283,3
38398,0
8598,0
17007,0
15466,0
19,0
8115,0
25365,0
7693,1
7116,1
42894,0
31573,1
44701,4
13831,0
42391,0
48784,4
16450,1
48467,0
27875,0
2249,1
22034,1
30270,0
1416,4
4960,2
31355,2
25427,4
3621,0
12127,0
7845,4
32266,0
42591,0
7836,0
18611,0
22365,1
30342,1
21915,1
6454,1
20160,1
16017,1
14146,0
27610,0
31530,4
50008,1
33499,0
18547,1
14611,0
22549,1
36156,0
7391,0
19298,1
15016,3
6337,0
37062,3
13437,0
24999,0
13391,0
19201,4
2436,2
34570,0
20142,0
9236,0
12862,0
50406,0
22977,0
32960,0
40479,1
2687,0
23521,0
20961,1
27346,0
40911,1
38093,4
4799,4
14882,0
41845,0
34481,1
43241,2
2469,0
45078,3
8355,0
27611,1
13048,0
51992,0
20160,1
38392,2
25730,0
35609,0
23593,1
37432,2
3600,0
28549,4
4699,0
38126,0
49495,4
12931,2
39002,1
16005,0
16664,0
17236,2
49672,0
4329,0
35802,2
692,0
49686,1
51885,3
32200,1
39698,0
4025,0
23251,0
16378,0
18725,0
17014,0
46901,1
39046,1
27684,1
28874,1
43883,4
21868,0
45027,1
50576,4
50597,1
483,2
11014,0
679,0
19897,1
34629,0
24027,0
42927,0
36263,0
309,0
35500,0
38767,1
45121,2
49898,2
12285,0
4824,1
9719,4
43283,0
1712,3
34369,0
6518,0
39454,0
45227,1
25406,0
49201,1
46997,1
16883,4
47725,2
16259,1
22498,0
37093,0
51659,0
13325,0
36308,0
23911,0
46348,2
1714,0
32727,0
22785,2
28836,1
5879,2
50409,0
26769,1
16291,0
9273,0
36742,0
42712,0
1480,1
16175,2
11132,1
18029,1
26698,0
2399,0
3040,2
47788,1
35446,0
17075,0
29376,4
13401,2
30306,4
24972,0
43878,1
1107,0
31097,4
38715,2
38085,1
18220,0
39704,0
5248,0
12351,0
51719,1
17680,3
3099,1
40416,0
31791,0
40223,0
32639,0
2228,1
29189,0
43934,0
42420,0
42729,0
32155,0
27692,1
32714,1
49942,4
7887,0
34416,1
45371,2
51422,0
13927,0
47306,0
7008,2
34530,0
16793,1
29163,0
8651,0
620,3
35359,2
5137,3
34304,2
52210,2
32919,1
12627,0
13344,2
52042,0
25924,1
21877,0
9800,1
16817,0
13550,0
37297,0
18771,1
52110,0
37314,0
29586,0
21737,0
17500,0
41037,2
25458,1
13008,0
28681,0
16586,0
49431,1
29558,1
20736,0
30898,0
1815,0
22219,1
3682,4
30657,0
197,1
10219,0
45974,0
11104,1
9029,0
46183,0
18312,1
4775,1
27706,2
1533,2
43078,3
8438,1
19793,0
2498,2
44437,1
23211,1
41022,0
14428,1
29049,1
8985,0
16319,0
44823,0
11525,1
26557,2
34577,1
24970,0
35805,0
30683,0
17289,0
44209,1
48677,1
35515,1
40044,1
9718,4
41607,3
38333,2
36066,1
31046,3
29276,4
4453,1
26725,4
7322,1
12827,0
40191,0
21381,1
35813,0
21875,0
28409,0
44061,2
4045,0
3347,1
29863,4
30362,1
51748,1
38635,0
43533,0
20703,1
32508,0
30336,0
10465,3
30173,1
31411,0
14512,0
28469,0
11554,0
11888,1
29820,1
25784,0
22,0
43590,1
12030,0
49105,0
15206,0
39954,0
8256,1
36045,0
8706,0
41285,3
30960,2
48754,3
41954,1
5832,0
36677,0
17588,1
16722,0
49419,0
2857,0
42304,1
9293,0
37485,2
50133,3
30304,0
22326,0
1998,1
45551,4
20278,0
50199,1
51764,1
46471,0
23261,0
5940,0
35062,1
51604,1
34556,1
40245,0
9442,0
16525,2
3979,4
51376,0
50712,0
33192,0
48264,2
14923,0
27386,0
34217,0
36231,1
14774,0
5876,1
43832,1
9463,0
49570,3
18691,1
46658,1
49654,4
33228,2
17187,1
19897,1
41322,0
36408,0
10070,0
39545,0
3182,0
37758,0
7423,0
34585,0
29086,0
25139,2
46525,1
48486,2
8158,3
1311,1
2161,1
15155,0
49462,0
45885,1
4645,3
33017,0
19162,0
40930,1
15368,0
26888,2
46030,1
8949,0
37947,2
26960,1
42106,0
34659,0
31533,2
13084,0
5235,2
22249,0
24007,1
16785,0
47386,4
36345,0
35129,0
3577,1
32063,0
39375,0
39965,0
3634,0
51780,1
8323,4
3573,1
47462,0
41075,4
51473,0
47211,0
35032,0
20593,2
31724,0
11949,0
22412,0
35029,0
46742,0
50238,0
41211,2
12713,0
24374,0
22867,1
5860,0
5841,0
43922,3
8492,0
51886,2
36095,2
32989,1
3070,1
12034,0
28337,0
9961,0
40462,4
48551,3
30145,4
39749,0
43893,0
16270,1
44104,1
20436,1
42036,0
18887,1
35069,2
30379,0
13382,0
24681,0
18862,0
23830,2
19952,0
47842,1
14025,0
19298,1
30431,3
51775,0
32164,1
37438,1
23380,1
27188,3
12321,0
15526,0
39434,2
51314,0
2602,1
50204,2
52479,1
14482,1
1954,0
26357,0
2563,1
28478,0
31883,0
49695,0
44851,2
26234,3
50059,0
4988,0
35651,2
7685,0
16495,1
25362,0
20962,0
29925,0
40078,1
5605,1
28604,4
49708,0
45232,1
40255,2
4196,4
17835,1
40182,4
4034,0
26644,0
21109,3
4754,0
759,0
50403,0
3159,0
26799,0
28849,0
38829,1
39409,0
45758,0
30362,1
3833,0
9901,0
30565,0
16433,1
26024,0
5843,2
45176,1
32364,4
18158,0
29881,4
24111,0
19385,0
20138,0
20174,2
50055,0
39092,1
6578,0
9838,4
25949,4
25545,0
33122,0
2557,1
34611,1
50934,1
15263,0
27295,0
30729,0
18542,3
30963,4
25782,0
51586,0
30305,4
20010,0
18912,4
17826,0
51652,2
2149,0
35905,0
32200,1
30963,4
3934,1
31014,2
31173,3
18417,1
16230,0
16305,0
49936,1
1941,0
35386,0
4003,0
35858,0
51945,0
619,0
49917,0
15954,3
49853,2
44205,1
16916,1
29650,0
21284,2
48556,0
653,0
26970,0
1078,1
42514,0
28006,2
14628,0
1221,0
26988,0
37898,0
34866,2
29922,1
17304,0
47770,1
34133,2
43754,1
18041,2
2413,0
52463,1
50961,2
45936,1
49197,1
24555,0
19235,0
15784,0
44634,0
48902,0
10626,0
32246,0
50321,1
43478,1
37295,0
43473,1
7829,1
47971,0
38717,2
46700,0
35021,0
49799,1
24057,0
44915,0
4347,0
26455,4
13899,0
42218,1
313,0
25114,0
26697,4
16933,1
16413,0
9297,0
7721,0
33222,0
23330,2
32221,0
12908,0
49150,1
16011,4
1685,0
46826,0
1987,0
9899,1
13523,3
5673,0
11231,1
9440,0
30226,0
39489,3
20557,1
27107,4
39104,1
519,0
3012,2
50418,0
48933,0
15613,1
45122,4
36780,0
48836,2
7567,0
24892,0
32161,4
38853,0
43552,0
8832,0
33901,0
15746,0
17610,0
8311,2
42952,0
17273,0
24597,0
29453,1
6477,0
41552,1
44056,4
16869,0
38485,2
15417,0
50285,2
40094,1
2584,0
49399,4
49575,1
39361,0
5118,2
49173,3
15723,1
48157,1
15992,0
14694,0
9646,1
25382,1
20179,2
5855,2
28607,0
23690,0
